período,carga,apps,feature,método,nmae,
256,FlashcrowdLoad,BothApps,DispFrames,RT,0.09498146475187691,
256,FlashcrowdLoad,BothApps,DispFrames,RF,0.09799184172178782,
128,FlashcrowdLoad,BothApps,DispFrames,RT,0.11977820005607304,
128,FlashcrowdLoad,BothApps,DispFrames,RF,0.11111647612223918,
64,FlashcrowdLoad,BothApps,DispFrames,RT,0.09205320706520047,
64,FlashcrowdLoad,BothApps,DispFrames,RF,0.09933625293777626,
32,FlashcrowdLoad,BothApps,DispFrames,RT,0.10243709957114525,
32,FlashcrowdLoad,BothApps,DispFrames,RF,0.0989354346870468,
16,FlashcrowdLoad,BothApps,DispFrames,RT,0.10230210896856798,
16,FlashcrowdLoad,BothApps,DispFrames,RF,0.09551182206161804,
8,FlashcrowdLoad,BothApps,DispFrames,RT,0.09850679625764515,
8,FlashcrowdLoad,BothApps,DispFrames,RF,0.09107928448058038,
4,FlashcrowdLoad,BothApps,DispFrames,RT,0.09493992918185311,
4,FlashcrowdLoad,BothApps,DispFrames,RF,0.08884146911311173,
2,FlashcrowdLoad,BothApps,DispFrames,RT,0.08859537086072085,
2,FlashcrowdLoad,BothApps,DispFrames,RF,0.08422773260784538,
256,PeriodicLoad,BothApps,DispFrames,RT,0.15699925707467527,
256,PeriodicLoad,BothApps,DispFrames,RF,0.1371432645189371,
128,PeriodicLoad,BothApps,DispFrames,RT,0.15766338728922308,
128,PeriodicLoad,BothApps,DispFrames,RF,0.14115454535221417,
64,PeriodicLoad,BothApps,DispFrames,RT,0.1557047659785227,
64,PeriodicLoad,BothApps,DispFrames,RF,0.14442796626068424,
32,PeriodicLoad,BothApps,DispFrames,RT,0.15732569395979198,
32,PeriodicLoad,BothApps,DispFrames,RF,0.14663610542035316,
16,PeriodicLoad,BothApps,DispFrames,RT,0.145917287647178,
16,PeriodicLoad,BothApps,DispFrames,RF,0.13970161980233683,
8,PeriodicLoad,BothApps,DispFrames,RT,0.14456088610729645,
8,PeriodicLoad,BothApps,DispFrames,RF,0.13463786142566622,
4,PeriodicLoad,BothApps,DispFrames,RT,0.1349366262185101,
4,PeriodicLoad,BothApps,DispFrames,RF,0.131563914090817,
2,PeriodicLoad,BothApps,DispFrames,RT,0.13525743488146963,
2,PeriodicLoad,BothApps,DispFrames,RF,0.12655320170797782,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09709018526013231,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10506626167683958,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1314991781817581,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10906959713010604,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11152775598192825,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10291304970279636,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10850478636855451,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10664640340951326,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10513491860282638,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10164250080529925,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09763531092811772,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09892079571828566,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10464760929356667,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09705642463637641,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09780050052447696,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09355564411553359,
256,PeriodicLoad,SingleApp,DispFrames,RT,0.10242812381083467,
256,PeriodicLoad,SingleApp,DispFrames,RF,0.1068334331894865,
128,PeriodicLoad,SingleApp,DispFrames,RT,0.11691671187181708,
128,PeriodicLoad,SingleApp,DispFrames,RF,0.10496666288832576,
64,PeriodicLoad,SingleApp,DispFrames,RT,0.10724955671964441,
64,PeriodicLoad,SingleApp,DispFrames,RF,0.10105081733610773,
32,PeriodicLoad,SingleApp,DispFrames,RT,0.10828590166058083,
32,PeriodicLoad,SingleApp,DispFrames,RF,0.09930562864846046,
16,PeriodicLoad,SingleApp,DispFrames,RT,0.10728194249904867,
16,PeriodicLoad,SingleApp,DispFrames,RF,0.10085191467426653,
8,PeriodicLoad,SingleApp,DispFrames,RT,0.10656945535215488,
8,PeriodicLoad,SingleApp,DispFrames,RF,0.0966828865445183,
4,PeriodicLoad,SingleApp,DispFrames,RT,0.10540761551602691,
4,PeriodicLoad,SingleApp,DispFrames,RF,0.09609191354076424,
2,PeriodicLoad,SingleApp,DispFrames,RT,0.0992381245395147,
2,PeriodicLoad,SingleApp,DispFrames,RF,0.09432037767216414,
