,random_state,load_pattern,exp_type,regression_method,trace_family,y_metric,switch,nmae
274,42,FlashcrowdLoad,BothApps,reg_tree,KV,WritesAvg,SWB2,0.086553237537364
275,42,FlashcrowdLoad,BothApps,random_forest,KV,WritesAvg,SWB2,0.07807815321965668
276,42,FlashcrowdLoad,BothApps,reg_tree,KV,WritesAvg,SWB3,0.07168157325626326
277,42,FlashcrowdLoad,BothApps,random_forest,KV,WritesAvg,SWB3,0.06361687471313014
278,42,FlashcrowdLoad,BothApps,reg_tree,KV,WritesAvg,SWB4,0.08916995650898868
279,42,FlashcrowdLoad,BothApps,random_forest,KV,WritesAvg,SWB4,0.07913201037440809
280,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWC1,0.07862004129807605
281,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWC1,0.06829919946603691
282,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWC2,0.06457193198620766
283,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWC2,0.06454329983342331
284,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWC3,0.06457193198620766
285,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWC3,0.06454329983342331
286,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWC4,0.0644929821088325
287,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWC4,0.06447232969342205
288,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWA1,0.07830612901978154
289,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWA1,0.06874279652426554
290,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWA2,0.08617655229556363
291,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWA2,0.07538417711316266
292,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWA3,0.06457193198620766
293,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWA3,0.06454329983342327
294,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWA4,0.06457559368895784
295,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWA4,0.06454577263392068
296,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWA5,0.0727513856166678
297,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWA5,0.06544688798370273
298,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWA6,0.06457193198620766
299,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWA6,0.06454329983342331
300,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWB1,0.07271638805095783
301,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWB1,0.0647661494075995
302,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWB2,0.08503755196072639
303,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWB2,0.07589581236842728
304,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWB3,0.07821308118189987
305,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWB3,0.06831836390731498
306,42,PeriodicLoad,BothApps,reg_tree,KV,ReadsAvg,SWB4,0.08476402940051331
307,42,PeriodicLoad,BothApps,random_forest,KV,ReadsAvg,SWB4,0.0749145912369825
308,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWC1,0.07630256362578862
309,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWC1,0.06640223143846773
310,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWC2,0.06340995543674217
311,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWC2,0.06338013588809856
312,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWC3,0.06340995543674217
313,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWC3,0.06338013588809856
314,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWC4,0.06335417399191005
315,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWC4,0.06333101082069405
316,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWA1,0.0764921534366765
317,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWA1,0.0677622335556724
318,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWA2,0.08406877299177401
319,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWA2,0.07455791286265158
320,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWA3,0.06340995543674217
321,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWA3,0.06338013588809856
322,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWA4,0.06341001584818154
323,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWA4,0.06338002988542195
324,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWA5,0.07160320980668984
325,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWA5,0.06434906878429392
326,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWA6,0.06340995543674217
327,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWA6,0.06338013588809856
328,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWB1,0.07010704488390346
329,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWB1,0.06291614255988696
330,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWB2,0.08426299692982835
331,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWB2,0.07534191780278905
332,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWB3,0.07653508489196742
333,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWB3,0.06677715304793147
334,42,PeriodicLoad,BothApps,reg_tree,KV,WritesAvg,SWB4,0.08487586393678213
335,42,PeriodicLoad,BothApps,random_forest,KV,WritesAvg,SWB4,0.07548285820238645
336,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC1,0.028327519001333245
337,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWC1,0.024725895485178773
338,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC2,0.03941970186991526
339,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWC2,0.03942393724692574
340,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC3,0.03941970186991526
341,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWC3,0.03942393724692574
342,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC4,0.03944444547123442
343,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWC4,0.039446849485510624
344,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA1,0.0287236518635907
345,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWA1,0.025144442445695414
346,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA2,0.04968871989729011
347,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWA2,0.044128929149513475
348,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA3,0.03941970186991526
349,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWA3,0.03942393724692574
350,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA4,0.03941459162911863
351,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWA4,0.0394196199079226
352,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA5,0.029383167429314756
353,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWA5,0.025507948425536955
354,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA6,0.03941970186991526
355,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWA6,0.03942393724692574
356,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB1,0.030409587569155305
357,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWB1,0.026090154915464268
358,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB2,0.049749639925177024
359,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWB2,0.04420034225349481
360,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB3,0.028744086653610345
361,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWB3,0.025040082542226918
362,42,FlashcrowdLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB4,0.050956387341463454
363,42,FlashcrowdLoad,SingleApp,random_forest,KV,ReadsAvg,SWB4,0.044830222909292346
364,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWC1,0.03048842263139085
365,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWC1,0.026599720350208415
366,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWC2,0.040909699751963124
367,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWC2,0.04090820871487975
368,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWC3,0.040909699751963124
369,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWC3,0.040908208714879775
370,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWC4,0.04119413779621236
371,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWC4,0.04117268725025547
372,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWA1,0.0312521826130555
373,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWA1,0.027214431828823053
374,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWA2,0.05246396451321763
375,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWA2,0.0465036591438378
376,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWA3,0.040909699751963124
377,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWA3,0.04090820871487975
378,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWA4,0.04090825113845916
379,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWA4,0.0409068392156667
380,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWA5,0.03275742081891002
381,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWA5,0.02863930265512011
382,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWA6,0.040909699751963124
383,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWA6,0.04090820871487975
384,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWB1,0.03211148855340571
385,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWB1,0.02843680816198701
386,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWB2,0.052232224927603904
387,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWB2,0.046199753284436505
388,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWB3,0.031155449558910482
389,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWB3,0.02716566231622558
390,42,FlashcrowdLoad,SingleApp,reg_tree,KV,WritesAvg,SWB4,0.05325462052015117
391,42,FlashcrowdLoad,SingleApp,random_forest,KV,WritesAvg,SWB4,0.046565788218465326
392,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC1,0.03544888345403131
393,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWC1,0.030588033430131643
394,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC2,0.043151361982456386
395,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWC2,0.0431530202973022
396,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC3,0.043151361982456386
397,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWC3,0.0431530202973022
398,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWC4,0.043187076256066374
399,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWC4,0.04319020272715363
400,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA1,0.03713229498174655
401,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWA1,0.03227437182846283
402,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA2,0.058699414281708405
403,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWA2,0.0506843912895418
404,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA3,0.043151361982456386
405,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWA3,0.0431530202973022
406,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA4,0.04315321674124103
407,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWA4,0.043154577083377
408,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA5,0.03602192437992958
409,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWA5,0.030962014543656588
410,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWA6,0.043151361982456386
411,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWA6,0.04315302029730222
412,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB1,0.03992007609027
413,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWB1,0.03409866985890848
414,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB2,0.058380816050010616
415,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWB2,0.05100979094191993
416,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB3,0.03569305547150628
417,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWB3,0.030714775307778896
418,42,PeriodicLoad,SingleApp,reg_tree,KV,ReadsAvg,SWB4,0.058304195915255756
419,42,PeriodicLoad,SingleApp,random_forest,KV,ReadsAvg,SWB4,0.05079633052955281
420,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWC1,0.037454480731647664
421,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWC1,0.032407989772202654
422,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWC2,0.04519228236784078
423,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWC2,0.04519744044574105
424,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWC3,0.04519228236784078
425,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWC3,0.04519744044574105
426,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWC4,0.045220843821925455
427,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWC4,0.045226746695774166
428,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWA1,0.03881779179975096
429,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWA1,0.033500693796442126
430,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWA2,0.06177393842982926
431,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWA2,0.05365042109194981
432,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWA3,0.04519228236784078
433,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWA3,0.04519744044574105
434,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWA4,0.04519271651515902
435,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWA4,0.045197812361504025
436,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWA5,0.0381175873256565
437,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWA5,0.032845963515020254
438,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWA6,0.04519228236784078
439,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWA6,0.04519744044574107
440,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWB1,0.041874566907164325
441,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWB1,0.035868759962362044
442,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWB2,0.06154657248751111
443,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWB2,0.0536381234291359
444,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWB3,0.036791660128172754
445,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWB3,0.032067593468794564
446,42,PeriodicLoad,SingleApp,reg_tree,KV,WritesAvg,SWB4,0.06085102261942108
447,42,PeriodicLoad,SingleApp,random_forest,KV,WritesAvg,SWB4,0.05312666389903399
