período,função,carga,apps,feature,método,nmae,
256,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.13301361763521877,
256,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.11979409423648098,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.10919823447176691,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.12039886775834478,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.10756636527996205,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.12547210318276228,
128,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.12511415804775056,
128,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.12688702312538253,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.14447614090101293,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.1342954923552446,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.1156839088272148,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.12967708174492865,
64,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.1329243644107373,
64,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.11573782719396637,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.1196829844460278,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.11201403634033974,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.1048856794755586,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.11401510001693067,
32,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.09922418327896858,
32,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.09861423081692582,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.10173753938438429,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.10032498709146465,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.0980553314173515,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09617489424184884,
16,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.09375198574968635,
16,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.09023392749212127,
16,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09887351052809291,
16,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08997412015094318,
16,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09649322753242179,
16,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08907288282578457,
8,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.10276114663142993,
8,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.09423126804096825,
8,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.10192086108682467,
8,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09369144329774048,
8,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.10057601265657083,
8,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09183576025318625,
4,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.09408948804423112,
4,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.08998724514564736,
4,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09416911535279891,
4,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08913729183274098,
4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09476899367969738,
4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08876862809127119,
2,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.08706222440612028,
2,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.0828646849663015,
2,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.08726510864192338,
2,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08295170915728296,
2,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.0863384199788233,
2,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08242973539594474,
256,média,PeriodicLoad,BothApps,DispFrames,RT,0.18963656307869473,
256,média,PeriodicLoad,BothApps,DispFrames,RF,0.17370229550015268,
256,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.19621119364712833,
256,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.19658143173206646,
256,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1819364475176707,
256,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.1728997570285753,
128,média,PeriodicLoad,BothApps,DispFrames,RT,0.1825996991016603,
128,média,PeriodicLoad,BothApps,DispFrames,RF,0.15781123588148308,
128,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1776712441552164,
128,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.16339683057928303,
128,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.16462899531771172,
128,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.16343684558051255,
64,média,PeriodicLoad,BothApps,DispFrames,RT,0.14667012598810236,
64,média,PeriodicLoad,BothApps,DispFrames,RF,0.13348626468616845,
64,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1359356443297268,
64,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13543729389546977,
64,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.13063187271761337,
64,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.1312367468565363,
32,média,PeriodicLoad,BothApps,DispFrames,RT,0.15260838110433142,
32,média,PeriodicLoad,BothApps,DispFrames,RF,0.13947437748102307,
32,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.13539983804372266,
32,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13731190421511547,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.14594185060635093,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13506951425435307,
16,média,PeriodicLoad,BothApps,DispFrames,RT,0.14446218648172846,
16,média,PeriodicLoad,BothApps,DispFrames,RF,0.13415239044018176,
16,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.138224735563341,
16,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.1356661456138374,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.13452438078061568,
16,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13257999288424493,
8,média,PeriodicLoad,BothApps,DispFrames,RT,0.14920497084654347,
8,média,PeriodicLoad,BothApps,DispFrames,RF,0.1369071703978734,
8,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1414596896898511,
8,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13602320803153053,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1494079776322043,
8,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13636068712131647,
4,média,PeriodicLoad,BothApps,DispFrames,RT,0.138386434732612,
4,média,PeriodicLoad,BothApps,DispFrames,RF,0.1318369942795282,
4,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1430210687810234,
4,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13115864356194573,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1411614765002759,
4,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.13045575447455443,
2,média,PeriodicLoad,BothApps,DispFrames,RT,0.13785358159204344,
2,média,PeriodicLoad,BothApps,DispFrames,RF,0.1268588421081181,
2,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.13650332833751025,
2,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.12677078725853902,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.13528194703341598,
2,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.12604349196188885,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.16351392182314364,
256,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.14112580921291248,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.15296659163008935,
256,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.13854186314992709,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.14669896209185265,
256,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1386001756867677,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.13626955645629257,
128,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1184406568765571,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.15529402100713627,
128,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12929401057826181,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.14160684478948868,
128,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12555105834247737,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11472169063508614,
64,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11328036080629093,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11960350399238952,
64,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11825356881417387,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12896450023522218,
64,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.11461850775026487,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11375229490936489,
32,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1038149222258874,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11304557342333639,
32,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10493375947659661,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11173494408762326,
32,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10292764727949673,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11249668041777461,
16,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10275400076381241,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10646077136111844,
16,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10315436445055809,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10938179659860013,
16,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10296450296309521,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10956346082319583,
8,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10236343264447646,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10753095936728418,
8,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10291659315889158,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.11222010932766106,
8,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1027271814424701,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.103439475930223,
4,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09616461494517232,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10666972820414337,
4,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09540551686718428,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10609439447892392,
4,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09578319112357057,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10005046439148818,
2,média,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09289024870262684,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.09862387526733236,
2,máximo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09258513412038953,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RT,0.0990340035132808,
2,mínimo,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09174259100248243,
256,média,PeriodicLoad,SingleApp,DispFrames,RT,0.12197396809722179,
256,média,PeriodicLoad,SingleApp,DispFrames,RF,0.11812130891571641,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.1479139044047927,
256,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.11889552603887567,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.12486849874696378,
256,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.11901070656159342,
128,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09710537625675397,
128,média,PeriodicLoad,SingleApp,DispFrames,RF,0.10770484883211162,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10259126110304506,
128,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.10805964044284837,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.09825801512960765,
128,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10238169493917466,
64,média,PeriodicLoad,SingleApp,DispFrames,RT,0.11570328050307706,
64,média,PeriodicLoad,SingleApp,DispFrames,RF,0.100435234062741,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10074204281440598,
64,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.10157802530986093,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.11452449578461464,
64,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09809248012390807,
32,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10130282293616359,
32,média,PeriodicLoad,SingleApp,DispFrames,RF,0.10072229425086228,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10594483279083859,
32,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.09982969736095089,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.1071317764830787,
32,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.10031919870408472,
16,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10730418677094038,
16,média,PeriodicLoad,SingleApp,DispFrames,RF,0.10082314589620271,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10678225170948068,
16,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.1012742166645693,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.10397032447295455,
16,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09967794304891463,
8,média,PeriodicLoad,SingleApp,DispFrames,RT,0.1022953724607632,
8,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09710465827478994,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10421370395991647,
8,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.09726806946510776,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.10477508135526063,
8,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.0978707028428012,
4,média,PeriodicLoad,SingleApp,DispFrames,RT,0.10580318211888289,
4,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09697681012826236,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.10299754690089956,
4,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.09668287608058657,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.10132744789146698,
4,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.0963198957126863,
2,média,PeriodicLoad,SingleApp,DispFrames,RT,0.09958324515916324,
2,média,PeriodicLoad,SingleApp,DispFrames,RF,0.09429987394122456,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RT,0.0976122623765775,
2,máximo,PeriodicLoad,SingleApp,DispFrames,RF,0.09413199459898873,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RT,0.09856620940636694,
2,mínimo,PeriodicLoad,SingleApp,DispFrames,RF,0.09378381948534102,
