período,carga,apps,feature,método,switch,nmae,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14496084480754654,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14310812592368216,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14333039298989955,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14284603985426905,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14227684060361576,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14652597336666312,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14615261682392133,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.1404317661345291,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14095260579060082,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.14464705454652543,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.14403523018074485,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWC4,0.1341838308285008,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWC4,0.13615254732233342,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.12911331817637908,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.1269722883562407,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13334321976297286,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.1292644377017948,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.12933891792952196,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.12732071989622326,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13085887493082915,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.12687728332658832,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13203249751399795,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.12860116137213556,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13162580298680107,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.13122553170980247,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.13872873042744027,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.13472515980204275,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA1,0.160553853532284,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA1,0.15664867483362202,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.14027123152994248,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13686105818051322,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.13919136464955006,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13589748748229305,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.134363616840262,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13188210522548122,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.13583970032508788,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13273757955301793,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.1354860282613452,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13405221702533449,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.14287836951003577,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13985322260882246,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.1452250256274594,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13932261526845452,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA2,0.13973322754995784,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA2,0.13794155606243425,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14460482718138293,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.1447487675026893,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14286669399303983,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.1428649912925691,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14211192505298978,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.1419674013916082,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14250676315002914,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.1424324132631958,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14904530855173362,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14944260077036636,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14032904494117704,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14057540008059927,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14567056332082662,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14699058243070395,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA3,0.14807676100092704,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA3,0.14936131151996468,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.1437333865691428,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14374084625724523,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14531978981270213,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14538822709107857,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14396431031378426,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14419934597500694,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14417073831961108,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.1442166431926139,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14609228986757666,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14604560895797697,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14161555449320415,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14053973841881598,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14568804017913964,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14570799606557674,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA4,0.14079492192065832,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA4,0.14264058168290783,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12726139844011555,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12315079661950902,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12381939740391339,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.1196857249165465,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.1241549205615003,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12064335143537723,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12083762727235253,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.11827672204130425,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12532411052529607,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12168627475228817,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.13127565909877825,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12460243854182125,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.13287149748070748,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12619399448056556,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA5,0.12315250581570715,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA5,0.12030849072585811,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1465312412176153,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14654840730821483,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1448131876200945,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14463008451427334,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1406189735127773,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14054599465109377,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.14502289594283896,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14535226655279587,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.14937548831414232,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.1490239643771373,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.14827529211656848,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.1497359129082705,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.1399362039132884,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.13867457215686516,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWA6,0.14612126414517976,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWA6,0.14533864810393612,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.119085210442929,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11449350625867209,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.11782082224560099,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11489276202329299,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.1156156589498856,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.1120269532703308,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.12355087620475566,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11863756583624231,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.1204557763785127,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.116490300005926,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.11791345393436141,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.1124234599544752,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.1194046516244293,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.11740464886742098,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB1,0.1108521846916641,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB1,0.10640646627414524,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1374289992451336,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.1340420925182214,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1379131932084406,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13470200867295268,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1395076638018744,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13445820152649748,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1368571558071787,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.1337943104606269,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.1400447039089065,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13538770243117101,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.13912472539270906,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.13318739229062396,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.14237907784737522,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.14249145161600907,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB2,0.14200343370311674,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB2,0.1367471578402888,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.13069400891236177,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12665131072234143,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.1307346363985513,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12904206948671676,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.13587997358428267,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.13072798002311378,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.13125925559254356,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.1285530475220106,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.12594139324136394,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12430995445548094,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.12643147662041712,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12503197084643414,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.1270975491956557,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12369189986528903,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB3,0.12357971522182612,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB3,0.12185802990651637,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.14273032074786113,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13811381474874934,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13902514746972988,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13424679188657765,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13400083541152288,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13232587666513645,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13696364861568738,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13433093278321875,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.1435792524049247,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.1371303770356619,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13453506990871425,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13260013095847295,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.13493799844789722,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.13232192097485262,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,SWB4,0.11828957599219149,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,SWB4,0.11923582504783803,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.3534127004622576,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.32981420484892904,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.3476147341441196,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.32667469311014696,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.352272610496244,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.32873602419048203,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.3475103333719628,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.3274664031281253,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.34273605260454126,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.3226891974040207,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.38451010323148177,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.3476784774865678,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.3489918545139997,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.33199126325400663,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC1,0.2984643133213089,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC1,0.2875184875032208,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.3355208700385093,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.33596775149841157,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.33636749981002606,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.3363605146501889,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.33456835807041363,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.33457499326694073,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.3383098501168101,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.3388534530723146,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.32896763004920887,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.325816477736612,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.3383081255305473,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.33866474812609315,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.3558474875011901,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.3578368546141173,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC2,0.33095926149590976,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC2,0.33173803675433666,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3250807175422431,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3247988063739913,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3279233018516378,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3277924739346716,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.33935348905177243,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3386771554025565,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.32654166177152616,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.32545621737854136,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.33466818963750444,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3344342599741928,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.3205505701185804,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.3205237678273954,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.34305814550931785,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.34313559528677323,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC3,0.30868615830255314,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC3,0.30698419605032473,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.33040952825534103,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3299760948552877,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.329937966376409,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3297435328399673,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3373086419252169,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3361382613407959,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3314716513755904,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.33140432140760706,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.30483387347217417,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3038877343599885,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.32354865572798824,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3244050459649091,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3270335778321587,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3274160853110055,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWC4,0.3104269825012641,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWC4,0.3143096385807293,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.36045078472613395,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.33389203907639287,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.356904898302548,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.333782116456184,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.3593655530828306,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.33456067681198576,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.35315890596745025,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.329884813893912,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.35754030201394144,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.33586475662512383,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.357194949750953,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.3351430834932441,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.36730163129959853,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.3450308371061627,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA1,0.34365326674646085,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA1,0.3306983839957627,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3621400750255302,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3406577364070391,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3637040644987631,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3445127031735655,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.374773607979319,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3495002075439354,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.36421302283263735,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.34175799820987307,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3790134075124429,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.35733409785340337,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3815764340252862,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3613126582104218,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.35277952504202026,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3292655517975053,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA2,0.3370658023953785,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA2,0.3201471705628105,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.33180712279228264,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3317414203163908,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3269684434035672,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.32650273265495666,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.32564103101629693,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.32514408444937803,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.33354411356113384,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3334553246463232,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3277878516914477,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.32646907589309326,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3255210029143699,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.32398094629334917,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.3547714071545864,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3555361298562495,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA3,0.34456769950702854,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA3,0.3440010146272489,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3366051922772253,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.3365916296279104,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.326646032740669,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.326423470533826,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3294314116336697,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.3289344945917921,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3335278277294817,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.33362408419681555,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3217519434630207,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.32248166962018254,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3239657802930437,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.3237963936854623,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.3475544461695157,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.34694734350823286,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA4,0.34632617608336025,
256,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA4,0.33944269328730026,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.3308506877901283,
2,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.3060092218483668,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.3342548105837999,
4,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.30850257452772445,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.32866301193163494,
8,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.307726222357014,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.3352960947296302,
16,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.3104516940730988,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.3436115484485721,
32,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.32309103482461843,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.33635120887299336,
64,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.3134858095532608,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RT,SWA5,0.32758501067692475,
128,FlashcrowdLoad,SingleApp,noAudioPlayed,RF,SWA5,0.31067255632045676,
