switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWC1,0.13194033415366085,0.03431248664855957,0.1282974597146177,0.03431248664855957,
SWC1,0.13194033415366085,0.039559364318847656,0.1282974597146177,0.039559364318847656,
SWC1,0.13194033415366085,0.035706520080566406,0.1282974597146177,0.035706520080566406,
SWC1,0.13194033415366085,0.051218509674072266,0.1282974597146177,0.051218509674072266,
SWC1,0.13194033415366085,0.03739523887634277,0.1282974597146177,0.03739523887634277,
SWC1,0.13194033415366085,0.037001609802246094,0.1282974597146177,0.037001609802246094,
SWC2,0.14379256134835375,0.0011773109436035156,0.14372153367888824,0.0011773109436035156,
SWC2,0.14379256134835375,0.0010716915130615234,0.14372153367888824,0.0010716915130615234,
SWC2,0.14379256134835375,0.0014417171478271484,0.14372153367888824,0.0014417171478271484,
SWC2,0.14379256134835375,0.0009183883666992188,0.14372153367888846,0.0009183883666992188,
SWC2,0.14379256134835375,0.000978708267211914,0.14372153367888835,0.000978708267211914,
SWC2,0.14379256134835375,0.0012946128845214844,0.14372153367888824,0.0012946128845214844,
SWC3,0.14379256134835375,0.001146078109741211,0.14372153367888824,0.001146078109741211,
SWC3,0.14379256134835375,0.0013570785522460938,0.14372153367888824,0.0013570785522460938,
SWC3,0.14379256134835375,0.0009922981262207031,0.14372153367888815,0.0009922981262207031,
SWC3,0.14379256134835375,0.0009453296661376953,0.14372153367888824,0.0009453296661376953,
SWC3,0.14379256134835375,0.0011055469512939453,0.14372153367888815,0.0011055469512939453,
SWC3,0.14379256134835375,0.0012493133544921875,0.14372153367888835,0.0012493133544921875,
SWC4,0.1437306384973187,0.0022814273834228516,0.14365256908173968,0.0022814273834228516,
SWC4,0.1437306384973187,0.0022547245025634766,0.14365256908173973,0.0022547245025634766,
SWC4,0.1437306384973187,0.002257823944091797,0.1436525690817396,0.002257823944091797,
SWC4,0.1437306384973187,0.002462625503540039,0.14365256908173968,0.002462625503540039,
SWC4,0.1437306384973187,0.0026900768280029297,0.14365256908173968,0.0026900768280029297,
SWC4,0.1437306384973187,0.0028722286224365234,0.1436525690817396,0.0028722286224365234,
SWA1,0.1314211395283636,0.04004406929016113,0.12863529620630257,0.04004406929016113,
SWA1,0.1314211395283636,0.040398359298706055,0.12863529620630257,0.040398359298706055,
SWA1,0.1314211395283636,0.04450249671936035,0.12863529620630257,0.04450249671936035,
SWA1,0.1314211395283636,0.03988313674926758,0.12863529620630257,0.03988313674926758,
SWA1,0.1314211395283636,0.040830135345458984,0.12863529620630257,0.040830135345458984,
SWA1,0.1314211395283636,0.04048800468444824,0.12863529620630257,0.04048800468444824,
SWA2,0.1293547449196806,0.049974918365478516,0.12766048594309395,0.049974918365478516,
