período,carga,apps,feature,método,nmae,
256,FlashcrowdLoad,BothApps,DispFrames,RT,0.09642857142857142,
256,FlashcrowdLoad,BothApps,DispFrames,RF,0.09838293650793649,
128,FlashcrowdLoad,BothApps,DispFrames,RT,0.15280345040049292,
128,FlashcrowdLoad,BothApps,DispFrames,RF,0.12102587800369687,
64,FlashcrowdLoad,BothApps,DispFrames,RT,0.0861466821885914,
64,FlashcrowdLoad,BothApps,DispFrames,RF,0.08327270081490105,
32,FlashcrowdLoad,BothApps,DispFrames,RT,0.07086847166740642,
32,FlashcrowdLoad,BothApps,DispFrames,RF,0.08298318291660503,
16,FlashcrowdLoad,BothApps,DispFrames,RT,0.12070642819726109,
16,FlashcrowdLoad,BothApps,DispFrames,RF,0.10236286761954651,
8,FlashcrowdLoad,BothApps,DispFrames,RT,0.10747016795720646,
8,FlashcrowdLoad,BothApps,DispFrames,RF,0.09252390927567676,
4,FlashcrowdLoad,BothApps,DispFrames,RT,0.09794442258324432,
4,FlashcrowdLoad,BothApps,DispFrames,RF,0.08503897539678076,
2,FlashcrowdLoad,BothApps,DispFrames,RT,0.08397046575393745,
2,FlashcrowdLoad,BothApps,DispFrames,RF,0.07991590163985565,
256,PeriodicLoad,BothApps,DispFrames,RT,0.16026490066225166,
256,PeriodicLoad,BothApps,DispFrames,RF,0.17481236203090508,
128,PeriodicLoad,BothApps,DispFrames,RT,0.16466666666666668,
128,PeriodicLoad,BothApps,DispFrames,RF,0.14803333333333335,
64,PeriodicLoad,BothApps,DispFrames,RT,0.1643049932523617,
64,PeriodicLoad,BothApps,DispFrames,RF,0.14512201979307243,
32,PeriodicLoad,BothApps,DispFrames,RT,0.16980820105820105,
32,PeriodicLoad,BothApps,DispFrames,RF,0.14687500000000003,
16,PeriodicLoad,BothApps,DispFrames,RT,0.1488317951276295,
16,PeriodicLoad,BothApps,DispFrames,RF,0.14185998170782407,
8,PeriodicLoad,BothApps,DispFrames,RT,0.13654080389768575,
8,PeriodicLoad,BothApps,DispFrames,RF,0.1339457301393964,
4,PeriodicLoad,BothApps,DispFrames,RT,0.145721570627231,
4,PeriodicLoad,BothApps,DispFrames,RF,0.13167703552609214,
2,PeriodicLoad,BothApps,DispFrames,RT,0.13029061631750796,
2,PeriodicLoad,BothApps,DispFrames,RF,0.12479381722065612,
256,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12016293279022401,
256,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1250763747454175,
128,FlashcrowdLoad,SingleApp,DispFrames,RT,0.12506380806533945,
128,FlashcrowdLoad,SingleApp,DispFrames,RF,0.1133656627531053,
64,FlashcrowdLoad,SingleApp,DispFrames,RT,0.13367926859402027,
64,FlashcrowdLoad,SingleApp,DispFrames,RF,0.12183922246931884,
32,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10448479018877,
32,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10033565788946333,
16,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10178742802303263,
16,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10005098368522071,
8,FlashcrowdLoad,SingleApp,DispFrames,RT,0.1078652360772999,
8,FlashcrowdLoad,SingleApp,DispFrames,RF,0.10006386559673006,
4,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10844845829421319,
4,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09796090967347729,
2,FlashcrowdLoad,SingleApp,DispFrames,RT,0.10191300725931215,
2,FlashcrowdLoad,SingleApp,DispFrames,RF,0.09474772154785988,
256,PeriodicLoad,SingleApp,DispFrames,RT,0.1367837338262477,
256,PeriodicLoad,SingleApp,DispFrames,RF,0.11231515711645101,
128,PeriodicLoad,SingleApp,DispFrames,RT,0.08590412909349786,
128,PeriodicLoad,SingleApp,DispFrames,RF,0.0890128144280968,
64,PeriodicLoad,SingleApp,DispFrames,RT,0.11194029850746269,
64,PeriodicLoad,SingleApp,DispFrames,RF,0.10008425613866155,
32,PeriodicLoad,SingleApp,DispFrames,RT,0.10783280646294346,
32,PeriodicLoad,SingleApp,DispFrames,RF,0.09760371541193459,
16,PeriodicLoad,SingleApp,DispFrames,RT,0.09930905258226959,
16,PeriodicLoad,SingleApp,DispFrames,RF,0.10039866104539953,
8,PeriodicLoad,SingleApp,DispFrames,RT,0.10394733025899823,
8,PeriodicLoad,SingleApp,DispFrames,RF,0.09671829229386003,
4,PeriodicLoad,SingleApp,DispFrames,RT,0.10406637304107345,
4,PeriodicLoad,SingleApp,DispFrames,RF,0.09865893094921056,
2,PeriodicLoad,SingleApp,DispFrames,RT,0.10383549657284526,
2,PeriodicLoad,SingleApp,DispFrames,RF,0.09477158378299548,
