período,função,carga,apps,feature,método,nmae,
256,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.17940597888305662,
256,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.14524408867173574,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.08982067017642234,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08982067017642234,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.4349760651277738,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.3423022474204681,
128,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.13945157958474813,
128,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.1374954992991954,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.08990893326272287,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09153894478884361,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.12610718253844638,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.3645875085234451,
64,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.11861966592421835,
64,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.13611552561749546,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.08982067017642234,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08982067017642234,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.39036686292223505,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.399112523320492,
32,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.11884900392511139,
32,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.13862514342751525,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.08982067017642234,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.08982067017642234,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.32790255755272424,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.3780758820251359,
16,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.11887447691141502,
