,random_state,load_pattern,exp_type,regression_method,trace_family,y_metric,nmae,training_time
0,0,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.1046060275008148,0.6042351722717285
1,0,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09838720136880345,13.227641582489014
2,1,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10124910982082058,0.6726548671722412
3,1,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09844420071006409,17.577168941497803
4,2,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10889648633324345,1.1617472171783447
5,2,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09822068284479678,18.175981760025024
6,3,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10260714581778993,1.1912691593170166
7,3,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09707965939541593,17.903563737869263
8,4,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10619357259044064,1.471860647201538
9,4,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09818692022980774,17.677026748657227
10,5,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10271923379922637,1.1500754356384277
11,5,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09510018755853179,15.784599304199219
12,6,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10572510892455825,0.6205644607543945
13,6,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09809716500653147,12.468461275100708
14,7,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10729079666125427,1.2441630363464355
15,7,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.097806050531608,18.334927082061768
16,8,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10608727677915741,1.201763391494751
17,8,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09762131893314369,17.808191061019897
18,9,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.1014391225992888,1.1565749645233154
19,9,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09621825322212095,17.620681762695312
20,10,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10197621832963386,1.3064181804656982
21,10,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.0956174682685498,16.887813806533813
22,11,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10541424260689322,0.6797332763671875
23,11,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09752613968009122,12.311776399612427
24,12,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10272207704223854,0.9852216243743896
25,12,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09644142402698203,17.789827823638916
26,13,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10683472304719516,1.2540926933288574
27,13,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09510493639250231,17.74247407913208
28,14,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.1066050296113106,1.273357629776001
29,14,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09704839051618087,14.956040382385254
30,15,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10679214458267856,1.1426663398742676
31,15,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09717841923772026,15.838424682617188
32,16,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.1037148651515073,1.2267439365386963
33,16,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09525368817247448,18.305112600326538
34,17,FlashcrowdLoad,BothApps,reg_tree,VoD,DispFrames,0.10656336321392615,1.254087209701538
35,17,FlashcrowdLoad,BothApps,random_forest,VoD,DispFrames,0.09728689367173235,17.79472327232361
36,0,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.29558151133986976,1.7590930461883545
37,0,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.22865009561651128,26.577937841415405
38,1,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.2766810172077208,1.7641379833221436
39,1,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23505580612055804,25.39722514152527
