switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWC1,0.12614296943347794,0.027716636657714844,0.12356850680366263,0.5191092491149902,
SWC2,0.14226188754595376,0.0030012130737304688,0.14225289012513237,0.2964456081390381,
SWC3,0.14226188754595376,0.0029861927032470703,0.14225289012513237,0.2951071262359619,
SWC4,0.1422243909933894,0.00368499755859375,0.14220756068885385,0.33431172370910645,
SWA1,0.12737087054414006,0.030101537704467773,0.12543812903101653,0.4763340950012207,
SWA2,0.1323912763510243,0.028239965438842773,0.12936328843365014,0.4947202205657959,
SWA3,0.14226188754595376,0.0028634071350097656,0.14225289012513237,0.2621476650238037,
SWA4,0.1422596678037785,0.003125429153442383,0.14224891420323568,0.3132202625274658,
SWA5,0.13990967266332416,0.0269925594329834,0.13708646068968292,0.48773694038391113,
SWA6,0.14226188754595376,0.0022678375244140625,0.14225289012513237,0.25797080993652344,
SWB1,0.14476132533384256,0.03399324417114258,0.14188311921809918,0.5076813697814941,
SWB2,0.1293126418303498,0.031160831451416016,0.12746874062262295,0.443026065826416,
SWB3,0.1269023585471243,0.029587984085083008,0.12423642906521125,0.4625823497772217,
SWB4,0.12627175472175717,0.031157970428466797,0.12402171479796534,0.4969055652618408,
