regression_tree_DispFrames_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_port.csv_nmae,time_to_train_random_forest_s,
0.10517035345354118,2.4326906204223633, 0.10273732491819434,24.00136137008667,
