regression_tree_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.03180624584621368,0.19903063774108887, 0.022636561913310167,1.8378632068634033,
