regression_tree_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.05881859492198076,0.29237866401672363, 0.0432999909030686,3.2699077129364014,
