switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWC1,0.3348813309547817,0.03058767318725586,0.31615825965653455,0.43030643463134766,
SWC2,0.3255763877222939,0.002268075942993164,0.3252520765351828,0.19234681129455566,
SWC3,0.3255763877222939,0.0021202564239501953,0.3252520765351828,0.18724536895751953,
SWC4,0.325488546345079,0.0028302669525146484,0.32512072650808393,0.21578073501586914,
SWA1,0.34168734972465675,0.03301525115966797,0.3236794836991649,0.44737744331359863,
SWA2,0.3496367076265083,0.034574270248413086,0.3289914797309989,0.4537980556488037,
SWA3,0.3255763877222939,0.0028748512268066406,0.3252520765351828,0.22512054443359375,
SWA4,0.3255674303423469,0.002315998077392578,0.32523609333804193,0.20116043090820312,
SWA5,0.36826969599598147,0.030765295028686523,0.34818602711256946,0.44370579719543457,
SWA6,0.3255763877222939,0.0029206275939941406,0.3252520765351828,0.23409533500671387,
SWB1,0.38091336938094866,0.03249001502990723,0.3595546598741317,0.43375086784362793,
SWB2,0.34134040066038046,0.03243374824523926,0.3248261083386404,0.449249267578125,
SWB3,0.33744639948587823,0.032529592514038086,0.3178115039353211,0.47763872146606445,
SWB4,0.3374387818417524,0.028977155685424805,0.3186258294877971,0.439361572265625,
