regression_tree_WritesAvg_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_port.csv_nmae,time_to_train_random_forest_s,
0.04178735137443991,1.8753626346588135, 0.0300265973285615,21.962138175964355,
