regression_tree_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.04427530270293334,0.019744873046875, 0.04000928486223883,0.34691357612609863,
