switch,regression_tree_ReadsAvg_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_nmae,time_to_train_random_forest_s,
SWC1,0.02957512768240765,0.02978682518005371,0.025595914755563765,0.39850878715515137,
SWC2,0.039266706780639364,0.002332925796508789,0.03928040445693027,0.1870741844177246,
SWC3,0.039266706780639364,0.002137899398803711,0.039280404456930304,0.18991804122924805,
SWC4,0.03957436635069817,0.002542257308959961,0.039483951395035945,0.2228379249572754,
SWA1,0.02983400339861486,0.024691104888916016,0.02596049202747776,0.3749213218688965,
SWA2,0.05051213749222232,0.029105663299560547,0.04450004439069897,0.3653101921081543,
SWA3,0.039266706780639364,0.0029497146606445312,0.03928040445693027,0.2245182991027832,
SWA4,0.03928569579493122,0.0022902488708496094,0.03930568684236725,0.21271228790283203,
SWA5,0.029886036846060657,0.03275632858276367,0.025960518101256328,0.3741891384124756,
SWA6,0.039266706780639364,0.002782583236694336,0.03928040445693027,0.18807339668273926,
SWB1,0.03011426226331846,0.030490398406982422,0.026171265551217928,0.40549349784851074,
SWB2,0.0504935473591391,0.022957324981689453,0.044660833043497425,0.3551826477050781,
SWB3,0.02986864740872518,0.025994062423706055,0.025606940750038543,0.4033968448638916,
SWB4,0.050297593369327764,0.025002479553222656,0.04448723817945792,0.38747382164001465,
