regression_tree_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.2641885200575648,0.027604103088378906, 0.26337047379472056,0.413104772567749,
