regression_tree_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.03258002170409868,0.026027917861938477, 0.030563630364884433,0.4089231491088867,
