regression_tree_DispFrames_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_flow.csv_nmae,time_to_train_random_forest_s,
0.1041199449923987,0.2426457405090332, 0.09714360719217505,2.5257349014282227,
