regression_tree_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.4339975690395851,0.18802809715270996, 0.34030377468976386,2.3371801376342773,
