regression_tree_DispFrames_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_port.csv_nmae,time_to_train_random_forest_s,
0.1119949955689934,2.4264140129089355, 0.10501668143668873,26.778811931610107,
