regression_tree_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.10444042792242685,0.12198114395141602, 0.10333720429343503,1.4215192794799805,
