regression_tree_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.024415382674201073,0.018162965774536133, 0.023158247204916202,0.3310079574584961,
