regression_tree_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.058835615117969836,0.24753570556640625, 0.04331306100920194,2.7353761196136475,
