regression_tree_DispFrames_X_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_nmae,time_to_train_random_forest_s,
0.11050443865157361,2.5280890464782715, 0.10511000039967848,23.839510679244995,
