regression_tree_ReadsAvg_X_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_nmae,time_to_train_random_forest_s,
0.02992413255987426,1.7530827522277832, 0.021582923786803633,17.567662477493286,
