regression_tree_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.04105170207696982,0.10710477828979492, 0.03189818954456525,1.2861096858978271,
