regression_tree_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.10674302005941885,0.13182735443115234, 0.10144644752443588,1.3257513046264648,
