regression_tree_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.029240825436096147,0.16054558753967285, 0.020908750520564404,1.7641315460205078,
