regression_tree_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.2920516578453441,0.029931068420410156, 0.2822436388941241,0.40686964988708496,
