regression_tree_DispFrames_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_port.csv_nmae,time_to_train_random_forest_s,
0.15441566456764289,1.6569828987121582, 0.14625508683786728,17.810933828353882,
