regression_tree_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.10791973161253773,0.19971346855163574, 0.10130557104625669,2.1507761478424072,
