regression_tree_ReadsAvg_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_flow.csv_nmae,time_to_train_random_forest_s,
0.08400236462500038,2.147385358810425, 0.06316933654525299,21.334444284439087,
