regression_tree_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.2863389325326035,0.1164853572845459, 0.24776479854332176,1.366528034210205,
