regression_tree_DispFrames_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_flow.csv_nmae,time_to_train_random_forest_s,
0.15209618436264788,0.2344655990600586, 0.14556294826958294,2.325529098510742,
