regression_tree_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.05917765639250162,0.08190441131591797, 0.0451770368734637,0.9161167144775391,
