regression_tree_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.10661674234980659,0.1081535816192627, 0.10285450838415758,1.2034196853637695,
