regression_tree_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.058487917293428275,0.06216144561767578, 0.04636952631512608,0.760500431060791,
