regression_tree_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.28498437690441103,0.30077338218688965, 0.24005152989994566,3.233778715133667,
