regression_tree_ReadsAvg_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_flow.csv_nmae,time_to_train_random_forest_s,
0.05379925427572213,1.2495880126953125, 0.040761143430211214,11.517218828201294,
