regression_tree_WritesAvg_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_flow.csv_nmae,time_to_train_random_forest_s,
0.05860027209287592,1.2405099868774414, 0.04341430821810197,11.709622144699097,
