regression_tree_DispFrames_X_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_nmae,time_to_train_random_forest_s,
0.15475800152364053,1.8162505626678467, 0.14625508683786728,20.9181067943573,
