regression_tree_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.15249354954553412,0.01911139488220215, 0.15229456654880835,0.3417513370513916,
