regression_tree_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.11251809678073799,0.015232563018798828, 0.11239465666931021,0.32138895988464355,
