regression_tree_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.31008611788250073,0.6216893196105957, 0.22969266170610633,6.388669729232788,
