regression_tree_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.040402228962895706,0.21674227714538574, 0.029398746786143924,2.399448871612549,
