regression_tree_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.15414083067339124,0.1125175952911377, 0.14285875868298312,1.3098533153533936,
