regression_tree_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.031298570367738164,0.025385141372680664, 0.029238789419541753,0.43581533432006836,
