regression_tree_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.03561496922868879,0.3765394687652588, 0.02587251503957037,4.10890793800354,
