regression_tree_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.04255257901132699,0.22935152053833008, 0.03053931748119556,2.370023012161255,
