regression_tree_ReadsAvg_X_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_nmae,time_to_train_random_forest_s,
0.04323587200177374,1.9129128456115723, 0.0318928148543075,19.828001499176025,
