regression_tree_ReadsAvg_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_port.csv_nmae,time_to_train_random_forest_s,
0.06014912403848022,2.390308380126953, 0.04406372946293846,26.637423753738403,
