regression_tree_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.03468081537463642,0.5260412693023682, 0.024385258772458365,4.840381622314453,
