regression_tree_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.29619590986981537,0.3391733169555664, 0.23662772853615271,3.444841146469116,
