regression_tree_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_minimal_RandomForestRegressor_nmae,time_to_train_random_forest_s,
0.11032685190011991,0.08422374725341797, 0.10364961453138485,0.9009671211242676,
