regression_tree_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.02653256217031622,0.016760826110839844, 0.025239576349338048,0.3036017417907715,
