regression_tree_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_minimal_DecisionTreeRegressor_nmae,time_to_train_random_forest_s,
0.3995657802458693,0.019719362258911133, 0.3932564513664973,0.323162317276001,
