período,função,carga,apps,feature,método,nmae,
256,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.20268256333830104,
256,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.2180203676105316,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.24590163934426232,
256,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.21608296075509187,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.2250372578241431,
256,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.20792349726775958,
128,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.116710875331565,
128,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.0918766578249337,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.07625994694960213,
128,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.0881741821396994,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.07294429708222813,
128,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09512599469496023,
64,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.11696306429548563,
64,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.1266814865481076,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.12414500683994527,
64,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.12863657090743275,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.10841313269493845,
64,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.12839147286821706,
32,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.12251046025104602,
32,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.11621617852161785,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.1107949790794979,
32,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.11545885634588561,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.11531380753138075,
32,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.11347419804741979,
16,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.10306198655713218,
16,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.09703551572483611,
16,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09700439797527176,
16,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.09804442231626696,
16,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.09318728736204462,
16,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.0981979365474511,
8,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.07925786950177194,
8,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.07901257730526022,
8,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.07529706066291432,
8,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.07887464387464387,
8,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.07312903898269751,
8,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.07769473976791048,
4,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.0582673885880883,
4,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.06738442315701791,
4,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.05787172011661808,
4,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.06704394002498958,
4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.05462307371928363,
4,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.06623438150770511,
2,média,FlashcrowdLoad,BothApps,DispFrames,RT,0.03713172252533126,
2,média,FlashcrowdLoad,BothApps,DispFrames,RF,0.05150012990387114,
2,máximo,FlashcrowdLoad,BothApps,DispFrames,RT,0.03401402961808262,
2,máximo,FlashcrowdLoad,BothApps,DispFrames,RF,0.05187667792500216,
2,mínimo,FlashcrowdLoad,BothApps,DispFrames,RT,0.03717329176409457,
2,mínimo,FlashcrowdLoad,BothApps,DispFrames,RF,0.051585953061401235,
256,média,PeriodicLoad,BothApps,DispFrames,RT,0.13075780089153047,
256,média,PeriodicLoad,BothApps,DispFrames,RF,0.18493065874195144,
256,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.15601783060921248,
256,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.19181525507677064,
256,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1411589895988113,
256,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.18049777117384844,
128,média,PeriodicLoad,BothApps,DispFrames,RT,0.16346153846153846,
128,média,PeriodicLoad,BothApps,DispFrames,RF,0.15890039447731755,
128,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.14644970414201183,
128,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.15828402366863906,
128,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.14792899408284024,
128,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.15372287968441814,
64,média,PeriodicLoad,BothApps,DispFrames,RT,0.10881198715661791,
64,média,PeriodicLoad,BothApps,DispFrames,RF,0.11865560708764418,
64,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.1080984659293614,
64,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.12015697466999643,
64,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.12593649661077416,
64,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.1232905220596979,
32,média,PeriodicLoad,BothApps,DispFrames,RT,0.1465061120233534,
32,média,PeriodicLoad,BothApps,DispFrames,RF,0.1473468953354011,
32,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.15617588031381135,
32,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.14838989235540959,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RT,0.1437693851486955,
32,mínimo,PeriodicLoad,BothApps,DispFrames,RF,0.1439183847229824,
16,média,PeriodicLoad,BothApps,DispFrames,RT,0.14263706388763026,
16,média,PeriodicLoad,BothApps,DispFrames,RF,0.13554976589639026,
16,máximo,PeriodicLoad,BothApps,DispFrames,RT,0.145899410965111,
16,máximo,PeriodicLoad,BothApps,DispFrames,RF,0.13623923878568192,
