,random_state,load_pattern,exp_type,regression_method,trace_family,y_metric,nmae,training_time
52,8,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.29533386131415296,20.995194673538208
53,8,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23798735442659988,249.2010793685913
54,9,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.2863118739401428,16.708715200424194
55,9,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23528902124701953,239.45222997665405
56,10,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.2890184007642058,21.378248691558838
57,10,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23463389308623156,240.01871299743652
58,11,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.2934090931215867,16.888230800628662
59,11,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.2424562277379905,255.64090991020203
60,12,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.29225985821458755,16.525822162628174
61,12,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23691723701214232,252.89273881912231
62,13,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.28929082065731343,20.293776750564575
63,13,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23210814611123487,248.19858193397522
64,14,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.29237750014512287,18.41088891029358
65,14,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23504667045061198,248.79339742660522
66,15,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.28152241468700595,19.381428956985474
67,15,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.2404702291436551,247.552081823349
68,16,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.2902254083789601,19.6906156539917
69,16,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.23605674856870745,248.94462180137634
70,17,FlashcrowdLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.295458148767711,19.46851086616516
71,17,FlashcrowdLoad,BothApps,random_forest,VoD,noAudioPlayed,0.2403637331383328,262.99419379234314
72,0,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15227942793039106,9.935763359069824
73,0,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14377608409295475,139.8681981563568
74,1,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1512301053733073,10.426690340042114
75,1,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14398083814817525,141.4319589138031
76,2,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.14466316685744576,9.676968812942505
77,2,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14228345635294318,138.72088646888733
78,3,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15265315790364148,5.948967218399048
79,3,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14442443946904884,143.21026015281677
80,4,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15659870912559296,9.730818033218384
81,4,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14477605711209526,139.34647846221924
82,5,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15037530477675984,10.70644736289978
83,5,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1429996133394148,145.21331596374512
84,6,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1465382218704212,10.663551568984985
85,6,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1395546442412232,140.9462184906006
86,7,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1510259717583179,10.938769578933716
87,7,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14403379914647862,139.33194732666016
88,8,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1490997802148386,10.075134515762329
89,8,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1411738363846559,142.0910360813141
90,9,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.14624997888025953,10.813884973526001
91,9,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14224999389874163,140.79892587661743
92,10,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.14954260140175077,9.40391230583191
93,10,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1430772370309905,147.19763565063477
94,11,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1494247056044809,6.684163808822632
95,11,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1396662111549752,148.62997102737427
96,12,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1496933342319876,4.650047779083252
97,12,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1399229497577378,142.18216133117676
98,13,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1536033725786362,9.433382511138916
99,13,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14237816390596908,139.08321738243103
100,14,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.1537261153647529,9.686925172805786
101,14,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14308117407997845,135.4296190738678
102,15,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15633520358728226,10.841160297393799
103,15,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.1440065496443513,145.2292342185974
104,16,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.15113229363490227,10.117133617401123
105,16,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14360350451695386,146.79634618759155
106,17,PeriodicLoad,BothApps,reg_tree,VoD,DispFrames,0.14993666700294805,8.791132688522339
107,17,PeriodicLoad,BothApps,random_forest,VoD,DispFrames,0.14127868200109853,136.0200970172882
108,0,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.440363692825444,14.844060897827148
109,0,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3376951256061848,195.5227177143097
110,1,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4399018835752527,10.362266063690186
111,1,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.33628645949988084,182.6422619819641
112,2,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4465957911599796,14.753844022750854
113,2,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3342545328770116,194.56059408187866
114,3,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.44086744954849133,14.132007837295532
115,3,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.34136569115566595,184.38462233543396
116,4,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4408113681744944,14.15785527229309
117,4,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.33210362390265136,203.40333580970764
118,5,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4273504886834967,8.83703088760376
119,5,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3346468047801522,190.1859085559845
120,6,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.43295068575605145,13.770145654678345
121,6,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3254173115783138,190.2551736831665
122,7,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4349350337121389,14.662763595581055
123,7,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.33563885011524447,185.33896279335022
124,8,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4344444082648635,13.399506568908691
125,8,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.335364635906787,164.96564030647278
126,9,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4334261054136299,6.416117191314697
127,9,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.33606643973003447,132.75573825836182
128,10,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4337741804588497,6.366569757461548
129,10,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.33509396878519865,126.48193144798279
130,11,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4266137331694349,6.937346935272217
131,11,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.33254031355116587,126.13945412635803
132,12,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4214787711925808,7.023504734039307
133,12,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3248791539873449,129.78809928894043
134,13,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.4375633708971871,7.278257608413696
135,13,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3384960999739274,132.4520559310913
136,14,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.42586469716813014,7.479656457901001
137,14,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3312986202059672,130.85956931114197
138,15,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.44605548167129794,7.141797780990601
139,15,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3355503416095716,126.68834567070007
140,16,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.44054163532202995,7.059848308563232
141,16,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.3424781009490192,130.2513198852539
142,17,PeriodicLoad,BothApps,reg_tree,VoD,noAudioPlayed,0.42565828904065833,7.05406379699707
143,17,PeriodicLoad,BothApps,random_forest,VoD,noAudioPlayed,0.32697112871253964,132.3598027229309
144,0,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10914298230750473,7.9781529903411865
145,0,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10171418003281438,128.93360924720764
146,1,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10624538597004954,6.924667596817017
147,1,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.09913349033064293,122.76021122932434
148,2,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.1048602427438891,6.803346633911133
149,2,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.1010805583412088,121.23674321174622
150,3,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10510882072728622,7.35276985168457
151,3,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10037009083172828,126.00209498405457
152,4,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10684982364952662,7.825383901596069
153,4,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10109402608474446,123.8461766242981
154,5,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.1047618655444191,7.902806282043457
155,5,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.09886677153422334,132.80793642997742
156,6,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.1060684818481848,7.331632852554321
157,6,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.09995107948294829,142.32498908042908
158,7,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10565312956623604,7.243833303451538
159,7,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10231504286311538,129.0766797065735
160,8,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10832026416952534,7.25631046295166
161,8,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10203754815590303,129.13896894454956
162,9,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10627778075848435,7.450510263442993
163,9,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.09988330533762003,127.76597881317139
164,10,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10496604221733806,7.699566125869751
165,10,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.09902494223534439,126.46122193336487
166,11,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.1066649054298381,7.591792821884155
167,11,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10109096925816154,121.35535430908203
168,12,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10903215675903506,6.6850128173828125
169,12,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10157033826166725,129.31852746009827
170,13,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10999673403916674,7.4481542110443115
171,13,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10226012757917886,132.01416516304016
172,14,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10630524260301288,7.6687092781066895
173,14,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.1004110813410561,122.22818565368652
174,15,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10664731158781954,7.556196689605713
175,15,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.1022606428808739,124.44383096694946
176,16,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.10713430889477638,7.395577430725098
177,16,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10020630263313553,122.1997299194336
178,17,FlashcrowdLoad,SingleApp,reg_tree,VoD,DispFrames,0.11000202780157341,7.270665407180786
179,17,FlashcrowdLoad,SingleApp,random_forest,VoD,DispFrames,0.10238304619938944,122.97292470932007
180,0,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2912766427218066,9.850831747055054
181,0,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.2367029433864091,172.83706045150757
182,1,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.29626531176127474,11.223857402801514
183,1,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23110472801263487,176.71744418144226
184,2,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.29879312821986415,10.23142957687378
185,2,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23398624309845859,169.76780915260315
186,3,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2859188531881308,11.430540800094604
187,3,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23245521123091345,176.02364039421082
188,4,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2980726523046272,10.817757368087769
189,4,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.235500198117753,174.59453654289246
190,5,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2862718231363734,10.783225774765015
191,5,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.22827413331827995,176.7693042755127
192,6,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.29054843672545805,10.733542442321777
193,6,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23277245256753043,185.1459996700287
194,7,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.295619965961233,10.876917362213135
195,7,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.24011250553949035,186.20461010932922
196,8,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2922302244037453,10.50842571258545
197,8,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23551301355130133,180.08523631095886
198,9,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2909185478534258,9.588120937347412
199,9,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23180761298063926,174.51648044586182
200,10,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2883600655166334,10.828777313232422
201,10,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.22966092672136612,167.07209491729736
202,11,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.293049118117686,10.662540674209595
203,11,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.2322305819156609,180.3716218471527
204,12,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2909737766796531,10.436362981796265
205,12,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.2339253826009203,175.1707329750061
206,13,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2973687938695344,10.925995826721191
207,13,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23692332624981216,180.46908235549927
208,14,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2963245292348264,10.119811773300171
209,14,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23300472482041568,187.69603419303894
210,15,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.2989837345814693,11.291899919509888
211,15,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.2350688931412859,174.4669337272644
212,16,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.29242368952597303,11.035345315933228
213,16,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.2322941668765344,173.9780991077423
214,17,FlashcrowdLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.3029307195089764,10.356204748153687
215,17,FlashcrowdLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23970817441136338,157.9319291114807
216,0,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11050039520885267,6.501408100128174
217,0,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.1057539368881863,68.82672333717346
218,1,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11276832951573998,7.5093302726745605
219,1,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10494077662686911,70.88719391822815
220,2,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11180058812569364,6.548655033111572
221,2,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.1049206246337716,74.9652726650238
222,3,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11057742930966054,6.629992961883545
223,3,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10534193658996227,76.9131109714508
224,4,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.1135844169552491,6.761599540710449
225,4,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10714165370921447,69.88239359855652
226,5,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.10826091721223978,6.793671607971191
227,5,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10436773048350022,68.62338614463806
228,6,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.10977242845780512,6.436347961425781
229,6,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10524781410121144,67.45788478851318
230,7,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11378701467394614,6.823301315307617
231,7,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10550333867792412,68.98293352127075
232,8,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11195064972988758,6.587623596191406
233,8,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10585922924676758,69.53018021583557
234,9,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11477560236682545,6.740177631378174
235,9,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10634216222582309,74.40636658668518
236,10,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.1145865479883704,6.643192291259766
237,10,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.1061717316094661,74.64893841743469
238,11,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11151990080997086,7.0866053104400635
239,11,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10429357493344783,68.15132594108582
240,12,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11486533072146718,6.495928049087524
241,12,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10689728011723658,68.66907167434692
242,13,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11149752259289769,6.131476640701294
243,13,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10555725765980732,76.36942267417908
244,14,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.1104328793774319,6.610079765319824
245,14,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10609827604842195,67.70623135566711
246,15,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.1097534286548001,6.850722789764404
247,15,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10403066200866755,70.34564113616943
248,16,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.10953079654339402,6.321893692016602
249,16,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10479147413760492,74.39276933670044
250,17,PeriodicLoad,SingleApp,reg_tree,VoD,DispFrames,0.11062327195478906,6.673573732376099
251,17,PeriodicLoad,SingleApp,random_forest,VoD,DispFrames,0.10451247841210382,66.62008380889893
252,0,PeriodicLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.31284618979902346,9.650234699249268
253,0,PeriodicLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.22870025308525344,98.03914308547974
254,1,PeriodicLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.3123305896720514,10.233647346496582
255,1,PeriodicLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.23002437109259943,101.33187007904053
256,2,PeriodicLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.32167425085027906,10.208614110946655
257,2,PeriodicLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.22687806597950744,110.42966365814209
258,3,PeriodicLoad,SingleApp,reg_tree,VoD,noAudioPlayed,0.3131376747701222,9.376412630081177
259,3,PeriodicLoad,SingleApp,random_forest,VoD,noAudioPlayed,0.22909743987446768,96.67396903038025
