switch,regression_tree_noAudioPlayed_nmae,time_to_train_regression_tree_s,random_forest_noAudioPlayed_nmae,time_to_train_random_forest_s,
SWC1,0.525303011597592,0.10710430145263672,0.48607104133086604,0.10710430145263672,
SWC2,0.43092349708590744,0.0028650760650634766,0.4308563764062248,0.0028650760650634766,
SWC3,0.43092349708590744,0.003141641616821289,0.4308563764062247,0.003141641616821289,
SWC4,0.4308772858366074,0.0036737918853759766,0.4307897271205038,0.0036737918853759766,
SWA1,0.5014487912215598,0.0930318832397461,0.4653440856817331,0.0930318832397461,
SWA2,0.47716429074589145,0.09412741661071777,0.4467099814507809,0.09412741661071777,
SWA3,0.43092349708590744,0.0032901763916015625,0.4308563764062248,0.0032901763916015625,
SWA4,0.4309248974782221,0.0033996105194091797,0.4308594985408362,0.0033996105194091797,
SWA5,0.5288196890363905,0.09549093246459961,0.4919481790044368,0.09549093246459961,
SWA6,0.43092349708590744,0.002657651901245117,0.4308563764062247,0.002657651901245117,
SWB1,0.5060602319518377,0.0984799861907959,0.475531471954283,0.0984799861907959,
SWB2,0.49348770161436745,0.09651637077331543,0.45332239394954316,0.09651637077331543,
SWB3,0.5127613452335132,0.1227560043334961,0.48216407608854156,0.1227560043334961,
SWB4,0.5037781134487042,0.08505487442016602,0.46230117570007306,0.08505487442016602,
