regression_tree_ReadsAvg_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_ReadsAvg_X_port.csv_nmae,time_to_train_random_forest_s,
0.03399780045718956, 7.007952451705933,0.0237136346884589, 7.007952451705933
