regression_tree_WritesAvg_X_port.csv_nmae,time_to_train_regression_tree_s,random_forest_WritesAvg_X_port.csv_nmae,time_to_train_random_forest_s,
0.03166910353075593, 5.558620929718018,0.02225525292288353, 5.558620929718018
