switch,regression_tree_DispFrames_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_nmae,time_to_train_random_forest_s,
SWC1,0.19011853035863033,0.12737607955932617,0.18307812249298439,0.12737607955932617,
SWC2,0.18433920354262784,0.003536701202392578,0.1842368416370174,0.003536701202392578,
SWC3,0.18433920354262784,0.0027196407318115234,0.1842368416370174,0.0027196407318115234,
SWC4,0.1844142174841572,0.003364086151123047,0.1842919403926855,0.003364086151123047,
SWA1,0.17687532362277406,0.09486651420593262,0.17259962790751276,0.09486651420593262,
SWA2,0.1684555032756253,0.11011695861816406,0.1663164234813121,0.11011695861816406,
SWA3,0.18433920354262784,0.003426074981689453,0.1842368416370174,0.003426074981689453,
SWA4,0.18434122164727074,0.0033457279205322266,0.18423870368239115,0.0033457279205322266,
SWA5,0.18955007992075462,0.09871625900268555,0.18427829932636433,0.09871625900268555,
SWA6,0.18433920354262784,0.003493070602416992,0.1842368416370175,0.003493070602416992,
SWB1,0.1834125036583444,0.10252714157104492,0.17931336705889123,0.10252714157104492,
SWB2,0.18057869380220176,0.10782742500305176,0.1730018480967259,0.10782742500305176,
SWB3,0.18762804205407593,0.12621688842773438,0.1833984656550697,0.12621688842773438,
SWB4,0.18028321213894954,0.11078596115112305,0.17311114198511765,0.11078596115112305,
