regression_tree_DispFrames_X_flow.csv_nmae,time_to_train_regression_tree_s,random_forest_DispFrames_X_flow.csv_nmae,time_to_train_random_forest_s,
0.10374835444147927, 0.5603334903717041,0.09835557355197865, 0.5603334903717041
